List Number,Agency Phone,Listing Agent,Co-Listing Agent,Property Type,Card Format,Book Section,Property Sub Type,Listing Contract Date,Back on Market Date,Status,Status Change Timestamp,Original List Price,List Price,Living Area Source,MLS Area Major,Lock Box Number,Street Direction Prefix,Street Direction Suffix,Non-Representative Compensation Type,City,State,County,Country,Postal Code,Stories Total,Stories,Latitude,Longitude,GeoID,Living Area,Year Built,Direction Faces,Lot Size Dimensions,Bedrooms Total,Bathrooms Total,Bathrooms Full,Bathrooms Half,Parcel Number,Owner Name,mod_timestamp,Association Fee Frequency,Occupant Type,Listing Agreement,Association Fee 2 Frequency,Listing Service,Lease Term,Association Fee,Building Area Total,Garage Spaces,Association Fee 2,List Price/SqFt,Availability Date,Start Showing Date,Association Name,Association YN,Carport YN,Property Attached YN,Furnished,Lot Size Acres,Contingent Date,Senior Community YN,Waterfront YN,Water Frontage Feet,Accessory Dwelling Unit Y/N,Rental Service,Garage YN,Carport Spaces,Non-Representative Compensation,Entry Level,Accessibility Features YN,Unit Type,Comp Sale YN,Price Change Timestamp,Days on Market,Rooms,Features
gAAAAABm9wKyCg1-irO80bl_IUI2GhDlJuGvonusL8ZaD7S7Pf4DjwqlqChpeavhG6AtRx0UMiFvTaTJDiiU5KdsDdLyS9PVPw==,Agency_Phone_Index_668,Listing_Agent_Index_988,Co-Listing_Agent_Index_1636,Rental,Residential Lease,Single Family Residence,SF,6/30/24,,A,7/17/24,4995,4995,Public Records,43,,,,$,Jacksonville,FL,Duval,US,32225,1,1,30.33060029,-81.44902594,1.20E+11,1876,2019,,,3,2,2,0,gAAAAABm9wKyWdyqkvM4mhxj2ZEgh3e9LK6PDNsFHsq8nNsIRG3SM-SCuVQlxVS-pMehNMbMXC39cjTfpLaWsXGLwuQbVF3qTw==,,,,,Excl Right to Lease,,Full Service,12 Months,,,3,,2.66,8/5/24,,,Y,N,,,,,N,N,,,O,Y,,0,,N,,N,,7,,"Additional Fee Includes|Other|Yes;Additional Lease Terms|12 Months|Yes;Association Amenities|Gated|Yes;Association Amenities|Park|Yes;Deposits and Fees|Security Deposit|5,500;Deposits and Fees|Additional Fee|125;Deposits and Fees|Association Application Fee|75;Deposits and Fees|Pet Fee/Deposit|500;Deposits and Fees|Application Fee|125;Fencing|Back Yard|Yes;Interior Features|Breakfast Bar|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Primary Downstairs|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Built-in Features|Yes;Levels|One|Yes;Owner Pays|None|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Patio|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Yes|Yes;Rent Includes|None|Yes;Sewer|Public Sewer|Yes;Showing Considerations|Occupied|Yes;Special Listing Conditions|Third Party Approval|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Gas|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Electric|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Sewer Available|Yes;Utilities|Natural Gas Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Gated|Community;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|24 Hour Notice|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Gas Cooktop|Yes;Appliances|Electric Oven|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyp9taPy6pFo_nQ6powbzAv1HT4eXeb5qOlIxbATUh5SkCv25ips0P0kjsY0VXaxcNcQiniwaRORMoRnrH4Z95lg==,Agency_Phone_Index_765,Listing_Agent_Index_1128,,Rental,Residential Lease,Condominium,CN,8/12/24,,A,7/22/24,1495,1495,Public Records,56,,,,%,Jacksonville,FL,Duval,US,32244,2,,30.19431242,-81.72096001,1.20E+11,1291,2005,,,3,2,2,0,gAAAAABm9wKyLiH8uMtudD4iAghxaBEBDhqMmp9jSlZ6OOT6xDjbFQ0tp2WCq9yr71-usdstHXjMPAxC_fktL1pWK1AqFD_Vsw==,,9/20/24 11:59,,,Excl Right to Lease,,Full Service,12 Months,,,1,,1.16,7/2/24,,,N,N,,,0.01,,N,N,,,N,Y,,0,,N,,,,10,,"Additional Lease Terms|12 Months|Yes;Deposits and Fees|Security Deposit|1,495;Deposits and Fees|Application Fee|125;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Electric|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKyqBqsuog76cTCS69sp1nrjFz1uYcberMsPe-yW445cnpgZx_qTwnqMBMmY0UL8DMYsvzj3tulrEW5cqoc6vE0NA==,Agency_Phone_Index_667,Listing_Agent_Index_1188,,Rental,Residential Lease,Single Family Residence,SF,7/20/24,,A,7/6/24,2500,2300,Public Records,81,,,,$,Jacksonville,FL,Duval,US,32220,2,2,30.34810229,-81.77222003,1.20E+11,2507,2020,,,5,3,3,0,gAAAAABm9wKyzdLe8GTj2oPXSFa-3yslMslKxVEirO4UuRO54RF3H0uNwbVnYxi3QFjMPWIDSIfZvIs1YU2BWj_kvxIGbExF-Q==,,9/25/24 15:25,Quarterly,Tenant,Excl Right to Lease,,Full Service,12 Months,125,,2,,0.92,3/12/24,,,Y,N,,U,0.3,,N,N,,,R,Y,,0,,N,,N,10/26/24 15:25,16,Primary Bedroom:|||||;Bedroom 1:|||||;Bedroom 2:|||||;Bedroom 3:|||||;Bedroom 4:|||||;Primary Bathroom:|||||;Bathroom 1:|||||;Bathroom 2:|||||;Loft:|||||;,Additional Lease Terms|12 Months|Yes;Additional Lease Terms|Negotiable|Yes;Architectural Style|Traditional|Yes;Levels|Two|Yes;Owner Pays|Association Fees|Yes;Room Types|Bathroom 1|Yes;Room Types|Primary Bedroom Level|Second;Room Types|Primary Bedroom|Yes;Room Types|Primary Bathroom Level|Second;Room Types|Primary Bathroom|Yes;Room Types|Loft Level|Second;Room Types|Loft|Yes;Room Types|Bedroom 4 Level|First;Room Types|Bedroom 4|Yes;Room Types|Bedroom 3 Level|Second;Room Types|Bedroom 3|Yes;Room Types|Bedroom 2 Level|Second;Room Types|Bedroom 2|Yes;Room Types|Bedroom 1 Level|Second;Room Types|Bedroom 1|Yes;Room Types|Bathroom 2 Level|First;Room Types|Bathroom 2|Yes;Room Types|Bathroom 1 Level|Second;Sewer|Public Sewer|Yes;Rental Commission Term|Specific $ Amount|500;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Electricity Connected|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Dishwasher|Yes;
gAAAAABm9wKyLKLYPPi9134-Ct6IhbEXoCkAq_MBCiojX3bFz09j5n68y8a5VjhwfuJQLJaG71n5EqStHXtxvZaWqZHAPzjiPg==,Agency_Phone_Index_702,Listing_Agent_Index_1064,,Rental,Residential Lease,Single Family Residence,SF,6/4/24,,A,6/14/24,2175,2175,Public Records,67,,,,%,Jacksonville,FL,Duval,US,32222,2,,30.20954888,-81.8200779,1.20E+11,2112,2005,,,4,3,3,0,gAAAAABm9wKyDfKE9JYhnJNUBNsGi5zcNJBJk3E88wKwBEIbo61CLIpOgCiCiOHphnPmRVHfjvr3UoNzdz6iLRLf2Jwe10YTMg==,,,,,Excl Right to Lease,,Full Service,12 Months,,,2,,1.03,,,,Y,N,,U,0.23,,N,Y,,,N,Y,,0,,N,,,,29,,"Additional Fee Includes|Lease Prep|Yes;Additional Lease Terms|12 Months|Yes;Deposits and Fees|Security Deposit|2,175;Deposits and Fees|Additional Fee|125;Deposits and Fees|Application Fee|75;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Primary Downstairs|Yes;Interior Features|Eat-in Kitchen|Yes;Interior Features|Entrance Foyer|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Laundry Features|In Unit|Yes;Levels|Two|Yes;Patio And Porch Features|Rear Porch|Yes;Pets Allowed|No|Yes;Rent Includes|None|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;View|Pond|Yes;Waterfront Features|Pond|Yes;Rental Commission Term|Specific $ Amount|201;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Split System|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Sewer Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Listing Agent Must Accompany|Yes;Showing Requirements|Showing Service|Yes;Showing Requirements|Showing Contact Phone|9044131144;Parking Features|Garage|Yes;Parking Features|Garage Door Opener|Yes;Appliances|Dishwasher|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;"
gAAAAABm9wKyhrkn36RV0EUBuW6GrFhdlYSVEKKFk0cmJBJvegaabTQcCA_XiH00oMDtrzfcC9MmJYD5JmGzxUEU0VX-Natwpw==,Agency_Phone_Index_707,Listing_Agent_Index_1037,,Rental,Residential Lease,Townhouse,TH,7/4/24,,A,6/11/24,1595,1525,Appraiser,304,,,,%,St Augustine,FL,St. Johns,US,32092,2,,30.0544217,-81.49237484,1.21E+11,1222,2006,,,2,3,2,1,gAAAAABm9wKyB655YT0xh2PeP7wuS9KQP__quoTSOWEO7eodpjnjDdKrxAiPeqcMckGgGJ0cDps_6cYSbkuh1hHox64c2ONPdg==,,,,,Excl Right to Lease,,Full Service,12 Months,,,1,,1.25,,,,N,N,,,0.05,,N,N,,,,Y,,0,,N,,,,29,,"Additional Fee Includes|Lease Prep|Yes;Additional Lease Terms|12 Months|Yes;Deposits and Fees|Security Deposit|1,525;Deposits and Fees|Additional Fee|150;Deposits and Fees|Application Fee|70;Owner Pays|Association Fees|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|350;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Garage|Yes;Appliances|Dishwasher|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;Appliances|Electric Cooktop|Yes;"
gAAAAABm9wKyOG1RnYS1EzaR2TFoW6K0ZoO8GLKv-dJpNFgq53IGvvB1ogQe265Fpzdd_fB2dWbcYHdxlNms5LgvpsiZLkHmkg==,Agency_Phone_Index_659,Listing_Agent_Index_1046,,Rental,Residential Lease,Single Family Residence,SF,7/4/24,,A,7/22/24,1495,1595,Assessor,41,,,,$,Jacksonville,FL,Duval,US,32277,1,1,30.35283348,-81.59082465,1.20E+11,1344,1958,North,,3,2,2,0,gAAAAABm9wKy-XoLxATeiumaRP-KgFX_beYwYcPcuWtdnH3u81iyU7fO2_5sriv22nTtqNwBcm_1aPxcyQtjisbY6KTmDigdVw==,Owner_Name_Index_1743,,,Vacant,Excl Right to Lease,,Full Service,12 Months,,1344,1,,1.19,7/16/24,,,N,N,,U,0.26,,N,N,,N,O,Y,,500,1,N,,N,,3,,"Additional Fee Includes|Lease Prep|Yes;Additional Lease Terms|12 Months|Yes;Architectural Style|Ranch|Yes;Deposits and Fees|Security Deposit|1,495;Deposits and Fees|Additional Fee|75;Deposits and Fees|Pet Fee/Deposit|500;Deposits and Fees|Application Fee|50;Interior Features|Eat-in Kitchen|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|In Garage|Yes;Owner Pays|None|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Rent Includes|None|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|500;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Heat Pump|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Showing Contact Phone|904-382-3237;Showing Requirements|Showing Service|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Electric Range|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;"
gAAAAABm9wKyrTMaI1b_y1tE-dsDFCiSz5URuZ8CCfAA7tXFQCvseVfO1hGWG-mSfxkBF-8z6bOpOD7naiVZARnIwt48YTHW2A==,Agency_Phone_Index_801,Listing_Agent_Index_1189,,Rental,Residential Lease,Single Family Residence,SF,6/5/24,7/27/24,A,7/7/24,4850,4850,Public Records,271,,,,$,Ponte Vedra,FL,St. Johns,US,32081,1,1,30.14436942,-81.40056269,1.21E+11,2804,2020,,,4,3,3,0,gAAAAABm9wKy4nYuGOK0IWBRsTM1mu3BJOfA_ejt6EXxAWRfAmv9FXR3bJvOftjTUAIkgOSO2lBR4Id4DwWMf59XdjPWaREpEQ==,,,,,Excl Right to Lease,,Full Service,12 Months,,,3,,1.73,8/15/23,,,N,N,,U,0.24,,N,N,,,N,Y,,0,,N,,,,15,Living Room:|||||;,"Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Association Amenities|Fitness Center|Yes;Association Amenities|Children's Pool|Yes;Association Amenities|Tennis Court(s)|Yes;Association Amenities|Playground|Yes;Association Amenities|Jogging Path|Yes;Deposits and Fees|Security Deposit|4,850;Deposits and Fees|Pet Fee/Deposit|300;Deposits and Fees|Application Fee|55;Fencing|Back Yard|Yes;Interior Features|Breakfast Bar|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Wet Bar|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Entrance Foyer|Yes;Levels|One|Yes;Owner Pays|Grounds Care|Yes;Patio And Porch Features|Screened|Yes;Pets Allowed|Yes|Yes;Rent Includes|Gardener|Yes;Rent Includes|Trash Collection|Yes;Road Surface Type|Asphalt|Yes;Room Types|Living Room|Yes;Security Features|Smoke Detector(s)|Yes;Security Features|Security System Owned|Yes;Sewer|Public Sewer|Yes;Smart Home Features|Programmable Thermostat|Yes;Special Listing Conditions|Third Party Approval|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|500;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Natural Gas Available|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Water Softener Owned|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Ice Maker|Yes;Appliances|Gas Range|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKymRyhS3Ls-PaBnd-ZqCNfW2EVA2ywwpNOMWK0JQOvBowcDM_OBNAmGdZlsQu-acAxnTKSmaU9Q6Ek1zYI0OCJUg==,Agency_Phone_Index_802,Listing_Agent_Index_1190,,Rental,Residential Lease,Single Family Residence,SF,7/29/24,,A,7/30/24,3990,3990,Public Records,304,,,,$,St Augustine,FL,St. Johns,US,32095,2,,30.08312326,-81.47463631,1.21E+11,3064,2018,,,5,4,4,0,gAAAAABm9wKyqxkGTRDvv6ieBnIGnZQPkVqeoGXu_BKdetG8x_qVROmmOybZ6rGTlU5Dpp4H1zo5ZQvvaDVue1KwfZ64GyweeQ==,,,,,Excl Right to Lease,,Full Service,12 Months,,,3,,1.3,9/16/24,,,N,N,,,0.26,,N,N,,,R,Y,,200,1,Y,,N,,12,,"Additional Lease Terms|12 Months|Yes;Architectural Style|A-Frame|Yes;Association Amenities|Clubhouse|Yes;Association Amenities|Children's Pool|Yes;Association Amenities|Tennis Court(s)|Yes;Association Amenities|Fitness Center|Yes;Association Amenities|Dog Park|Yes;Deposits and Fees|Security Deposit|3,990;Deposits and Fees|Pet Fee/Deposit|300;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Breakfast Nook|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Entrance Foyer|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Laundry Features|Lower Level|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Trash Collection|Yes;Owner Pays|Taxes|Yes;Owner Pays|Roof Maintenance|Yes;Owner Pays|Repairs|Yes;Owner Pays|Pest Control|Yes;Owner Pays|Management|Yes;Owner Pays|Insurance|Yes;Owner Pays|HVAC Maintenance|Yes;Owner Pays|Common Area Maintenance|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Screened|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Call|Yes;Rent Includes|Management|Yes;Rent Includes|Trash Collection|Yes;Security Features|Fire Alarm|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Cable TV|Yes;Tenant Pays|Hot Water|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Telephone|Yes;Tenant Pays|Water|Yes;Tenant Pays|Sewer|Yes;Tenant Pays|Gas|Yes;Tenant Pays|Electricity|Yes;Rental Commission Term|Specific $ Amount|400;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Water Available|Yes;Utilities|Sewer Connected|Yes;Utilities|Sewer Available|Yes;Utilities|Natural Gas Connected|Yes;Utilities|Natural Gas Available|Yes;Utilities|Electricity Connected|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Showing Contact Phone|904-571-0536;Showing Requirements|Combination Lock Box|Yes;Parking Features|Garage|Yes;Appliances|Convection Oven|Yes;Appliances|Washer|Yes;Appliances|Tankless Water Heater|Yes;Appliances|Refrigerator|Yes;Appliances|Plumbed For Ice Maker|Yes;Appliances|Microwave|Yes;Appliances|Ice Maker|Yes;Appliances|Instant Hot Water|Yes;Appliances|Gas Water Heater|Yes;Appliances|Gas Cooktop|Yes;Appliances|Electric Oven|Yes;Appliances|Dishwasher|Yes;Appliances|Double Oven|Yes;Appliances|Disposal|Yes;Appliances|Dryer|Yes;"
gAAAAABm9wKy9VrFeW1iiLL2HSXTrplCGrXHUmMsxcntNIMrO6xhzMVFi0Wps-qJrxf0jo2dhsvl7JQEJGjfyVShpXmXAM3Ikw==,Agency_Phone_Index_757,Listing_Agent_Index_1191,Co-Listing_Agent_Index_1655,Rental,Residential Lease,Single Family Residence,SF,6/24/24,,A,6/19/24,2500,2500,Assessor,67,,,,$,Jacksonville,FL,Duval,US,32222,2,,30.1954848,-81.83868552,1.20E+11,1952,2019,,,4,3,2,1,gAAAAABm9wKyihUPnIciKygU7jiQAIZiWQ4NGhmfgK9cuFeT4QX-hMPPne41odBwMCFUORmUxQmWeA2Z9nvK2tSrEvt7KYrb7g==,,,,,Excl Right to Lease,,Full Service,12 Months,,,2,,1.28,8/2/24,,,Y,N,,,0.15,,N,N,,,,Y,,0,,N,,,,14,,"Additional Fee Includes|Lease Prep|Yes;Association Amenities|Fitness Center|Yes;Association Amenities|Tennis Court(s)|Yes;Association Amenities|Playground|Yes;Association Amenities|Park|Yes;Deposits and Fees|Security Deposit|2,500;Deposits and Fees|Additional Fee|150;Deposits and Fees|Pet Fee/Deposit|300;Deposits and Fees|Application Fee|75;Interior Features|Breakfast Bar|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Eat-in Kitchen|Yes;Interior Features|Ceiling Fan(s)|Yes;Laundry Features|Upper Level|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Dogs OK|Yes;Rent Includes|None|Yes;Sewer|Public Sewer|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|400;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Heat Pump|Yes;Pool Features|Community|Yes;Utilities|Other|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Water Softener Owned|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Range|Yes;"
gAAAAABm9wKyTiGSzwFn34jkrrowsVY1q0SeSUj7gDn1G5D1UIG6_BLAaA9t2Fs5WqJX9YVeMsfw8gxlAsIvpi62cXFrxQlC7w==,Agency_Phone_Index_696,Listing_Agent_Index_1192,,Rental,Residential Lease,Single Family Residence,SF,6/14/24,,A,5/5/24,4000,3750,Assessor,625,,,,%,Ormond Beach,FL,Volusia,US,32176,1,,29.37968523,-81.08580451,1.20E+11,1640,1981,,,4,2,2,0,gAAAAABm9wKyjXFAFndYgpZaFGIozA8HnxzpKD9Y2GIqFS01YO5zlTz7vwo8k6uhdGSpJocIM4MKj4tPJR-u8voB1LZAgTV3OA==,,,,,Excl Right to Lease,,Full Service,12 Months,,,2,,2.29,,,,N,N,,,,,N,N,,,R,Y,,10,,N,,,,72,,"Additional Lease Terms|12 Months|Yes;Deposits and Fees|Security Deposit|4,000;Deposits and Fees|Application Fee|35;Fireplace Features|Gas|Yes;Fireplace Features|Fireplaces Total|1;Interior Features|Open Floorplan|Yes;Interior Features|Split Bedrooms|Yes;Owner Pays|Pool Maintenance|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Yes|Yes;Pets Allowed|Dogs OK|Yes;Road Surface Type|Asphalt|Yes;Special Listing Conditions|Purchase Option|Yes;Tenant Pays|Cable TV|Yes;Tenant Pays|Hot Water|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Pest Control|Yes;Tenant Pays|Grounds Care|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|In Ground|Yes;Utilities|Cable Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Cooktop|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyaMg7OMnBSVgHP3SpWVWQLtn0ZXL1FXivPSp91U99Nto0QzkxYBQUF6IF7yB65eztKFAnAvsD9p_ZA1dgV6ex3A==,Agency_Phone_Index_693,Listing_Agent_Index_1016,,Rental,Residential Lease,Condominium,CN,6/25/24,,A,8/11/24,1900,1900,Assessor,261,,,,$,Ponte Vedra Bch,FL,St. Johns,US,32082,2,2,30.21218594,-81.37747916,1.21E+11,1000,1998,South,,2,2,2,0,gAAAAABm9wKygMmJfp4_4vUTAKQZwj50BLzTzWHK2ewSOKFSDh-0Kn-Jqi31bEq7XaUO_PUEnE2i64MxRFoQ6SJfqAvmxvMPAw==,,,,,Exclusive Agency,,Full Service,12 Months,,,1,,1.9,,,,N,N,,U,,,N,N,,,O,Y,,190,2,N,,,,19,Utility Room:|||||;,"Additional Lease Terms|12 Months|Yes;Architectural Style|Traditional|Yes;Association Amenities|Trash|Yes;Deposits and Fees|Security Deposit|1,900;Deposits and Fees|Application Fee|60;Fireplace Features|Fireplaces Total|1;Interior Features|Breakfast Bar|Yes;Interior Features|Primary Bathroom - Shower No Tub|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Ceiling Fan(s)|Yes;Owner Pays|Association Fees|Yes;Pets Allowed|No|Yes;Rent Includes|Trash Collection|Yes;Road Surface Type|Asphalt|Yes;Room Types|Utility Room|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|190;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Sewer Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Office|Yes;Showing Requirements|Showing Contact Phone|904-241-4141;Parking Features|Additional Parking|Yes;Parking Features|Guest|Yes;Parking Features|Garage Door Opener|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Electric Oven|Yes;Appliances|Electric Cooktop|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
